ip_address,count,coordinates,latitude,longitude,nearest_university,distance_to_nearest,distance_to_other
50.91.209.173,2,"(35.76884078979492, -119.2470474243164)",35.76884078979492,-119.2470474243164,OTHER,213.0716685749764,202.73192524726966
47.156.161.69,5,"(33.830299377441406, -118.37950134277344)",33.830299377441406,-118.37950134277344,OTHER,23.054713835778376,27.227616054871355
179.9.145.134,8,"(-53.147098541259766, -70.91560363769531)",-53.147098541259766,-70.91560363769531,OTHER,10716.504977276538,10727.563949678844
156.34.48.41,2,"(44.628299713134766, -63.59280014038086)",44.628299713134766,-63.59280014038086,OTHER,4756.838404914984,4766.2526081694305
107.130.132.75,2,"(35.497100830078125, -97.73300170898438)",35.497100830078125,-97.73300170898438,OTHER,1881.252268047477,1894.227127995813
64.5.65.164,2,"(42.648399353027344, -95.19640350341797)",42.648399353027344,-95.19640350341797,OTHER,2220.8593430231676,2230.050516385486
153.33.221.30,6,"(33.78379821777344, -84.44550323486328)",33.78379821777344,-84.44550323486328,OTHER,3108.7476475015974,3121.9405831503495
99.228.217.213,8,"(43.81370162963867, -79.4531021118164)",43.81370162963867,-79.4531021118164,OTHER,3495.197312397176,3504.9073115240103
1.145.10.180,2,"(-33.86785125732422, 151.2073211669922)",-33.86785125732422,151.2073211669922,OTHER,12068.640967269144,12058.753699172397
73.180.181.237,8,"(38.37919998168945, -75.63069915771484)",38.37919998168945,-75.63069915771484,OTHER,3823.853700107992,3835.425704552274
68.195.92.89,8,"(41.0630989074707, -74.1436996459961)",41.0630989074707,-74.1436996459961,OTHER,3926.7667617964603,3937.470533968876
186.32.222.133,4,"(10.003800392150879, -84.08769989013672)",10.003800392150879,-84.08769989013672,OTHER,4385.522829296175,4400.506085713313
120.147.138.232,2,"(-37.81589889526367, 144.96690368652344)",-37.81589889526367,144.96690368652344,OTHER,12768.91961786574,12759.296562038382
4.17.85.116,9,"(39.1525993347168, -84.38690185546875)",39.1525993347168,-84.38690185546875,OTHER,3061.486450927542,3072.9248005392365
152.37.91.176,2,"(51.50640106201172, -0.019999999552965164)",51.50640106201172,-0.019999999552965164,OTHER,8766.132906022682,8769.679438681143
170.203.211.232,2,"(51.035030364990234, -114.05200958251953)",51.035030364990234,-114.05200958251953,OTHER,1922.441091808552,1919.4796470675876
92.89.81.1,3,"(45.74800109863281, 4.849999904632568)",45.74800109863281,4.849999904632568,OTHER,9467.756184846789,9471.796179291236
158.62.187.114,4,"(35.23379898071289, -97.40950012207031)",35.23379898071289,-97.40950012207031,OTHER,1911.331525624996,1924.4240748913408
173.218.37.1,8,"(36.66939926147461, -93.24490356445312)",36.66939926147461,-93.24490356445312,OTHER,2283.572480944847,2296.004228500482
172.56.2.134,2,"(39.29037857055664, -76.61219024658203)",39.29037857055664,-76.61219024658203,OTHER,3730.024700442701,3741.3367479572944
69.254.9.241,2,"(33.36009979248047, -82.0083999633789)",33.36009979248047,-82.0083999633789,OTHER,3339.3605602405096,3352.5623091773277
72.80.233.36,2,"(40.622100830078125, -73.98100280761719)",40.622100830078125,-73.98100280761719,OTHER,3943.377987258564,3954.2207614477043
174.226.135.217,8,"(32.82609939575195, -96.83450317382812)",32.82609939575195,-96.83450317382812,OTHER,1991.5641760042722,2005.5701879145945
58.107.245.243,2,"(-34.879398345947266, 150.60389709472656)",-34.879398345947266,150.60389709472656,OTHER,12171.329501704982,12161.580028233588
174.87.33.29,7,"(33.07870101928711, -83.23760223388672)",33.07870101928711,-83.23760223388672,OTHER,3233.6429818350234,3246.970303729496
99.105.249.102,10,"(32.47999954223633, -96.9905014038086)",32.47999954223633,-96.9905014038086,OTHER,1984.0451887125512,1998.1682403767618
108.81.94.85,2,"(34.00339889526367, -84.46050262451172)",34.00339889526367,-84.46050262451172,OTHER,3103.1868867292155,3116.3198330010096
205.211.2.2,2,"(43.631900787353516, -79.37159729003906)",43.631900787353516,-79.37159729003906,OTHER,3500.1133951946213,3509.895534471999
174.170.134.109,2,"(29.69179916381836, -95.65260314941406)",29.69179916381836,-95.65260314941406,OTHER,2186.248420125424,2200.969715216844
181.209.107.108,2,"(-34.41157913208008, -58.68996047973633)",-34.41157913208008,-58.68996047973633,OTHER,9817.297844776502,9831.136821874059
76.173.250.232,3,"(21.30694007873535, -157.85833740234375)",21.30694007873535,-157.85833740234375,OTHER,4115.576422123814,4102.459230782464
141.30.203.105,4,"(51.04159927368164, 13.743399620056152)",51.04159927368164,13.743399620056152,OTHER,9457.769997141526,9459.749594419152
72.189.214.251,2,"(29.285810470581055, -81.05589294433594)",29.285810470581055,-81.05589294433594,OTHER,3543.488050034315,3557.525130633089
122.150.232.43,2,"(-34.92845153808594, 138.59527587890625)",-34.92845153808594,138.59527587890625,OTHER,13157.987438335102,13147.323677788374
216.249.145.200,2,"(36.6088981628418, -88.3031005859375)",36.6088981628418,-88.3031005859375,OTHER,2724.4775199531973,2736.8898518308615
58.107.49.229,2,"(-33.95050048828125, 151.1195068359375)",-33.95050048828125,151.1195068359375,OTHER,12080.186111869629,12070.306638581083
104.230.136.20,4,"(38.25423812866211, -85.75940704345703)",38.25423812866211,-85.75940704345703,OTHER,2943.072334010021,2954.8505571158685
204.236.122.205,6,"(25.056499481201172, -77.35240173339844)",25.056499481201172,-77.35240173339844,OTHER,4055.077310421003,4069.55321620411
104.230.148.156,6,"(39.3331184387207, -82.9823989868164)",39.3331184387207,-82.9823989868164,OTHER,3182.3625001344976,3193.7318661582035
72.231.253.188,6,"(42.76784133911133, -78.61335754394531)",42.76784133911133,-78.61335754394531,OTHER,3555.753434100363,3565.8749008637733
102.113.216.56,8,"(-20.26609992980957, 57.471099853515625)",-20.26609992980957,57.471099853515625,OTHER,18429.358873913745,18428.205162492577
105.233.134.6,2,"(-33.90999984741211, 18.430400848388672)",-33.90999984741211,18.430400848388672,OTHER,16054.109752891063,16069.12322102837
185.198.124.38,2,"(41.021400451660156, 28.994800567626953)",41.021400451660156,28.994800567626953,OTHER,11023.938272200334,11024.976247036264
76.35.85.139,5,"(40.91477966308594, -80.72673797607422)",40.91477966308594,-80.72673797607422,OTHER,3374.7808236648975,3385.57159588279
96.41.201.12,6,"(46.21125030517578, -119.1372299194336)",46.21125030517578,-119.1372299194336,OTHER,1357.2473976581975,1351.3312022435491
216.245.116.39,8,"(34.304500579833984, -89.95690155029297)",34.304500579833984,-89.95690155029297,OTHER,2598.1096649221554,2611.358303888351
165.225.217.38,8,"(32.779701232910156, -96.80220031738281)",32.779701232910156,-96.80220031738281,OTHER,1995.4179908856786,2009.4374601011502
159.196.13.222,2,"(-27.467899322509766, 153.03250122070312)",-27.467899322509766,153.03250122070312,OTHER,11559.289167080271,11548.450141891699
72.199.53.30,2,"(33.210899353027344, -117.22319793701172)",33.210899353027344,-117.22319793701172,OTHER,133.48754324121836,147.6792104826394
174.89.25.207,2,"(43.71540069580078, -79.38240051269531)",43.71540069580078,-79.38240051269531,OTHER,3499.9704793293954,3509.720135436976
121.208.192.102,2,"(-37.81399917602539, 144.96331787109375)",-37.81399917602539,144.96331787109375,OTHER,12769.116312574539,12759.492599129766
184.105.46.133,6,"(40.18339920043945, -83.09120178222656)",40.18339920043945,-83.09120178222656,OTHER,3173.6079217186257,3184.6608602504634
68.44.157.155,4,"(39.67660140991211, -86.19439697265625)",39.67660140991211,-86.19439697265625,OTHER,2907.436283603498,2918.6606524662297
98.161.166.151,8,"(33.33489990234375, -111.81700134277344)",33.33489990234375,-111.81700134277344,OTHER,603.3032342191382,617.9663608836446
76.118.109.253,7,"(41.6338996887207, -70.94059753417969)",41.6338996887207,-70.94059753417969,OTHER,4189.547442325095,4200.020056856317
152.22.32.26,3,"(35.76139831542969, -78.60150146484375)",35.76139831542969,-78.60150146484375,OTHER,3599.8538101271924,3612.2775967441553
153.33.137.30,4,"(42.461700439453125, -75.05339813232422)",42.461700439453125,-75.05339813232422,OTHER,3846.442167867408,3856.686973061762
201.171.48.125,8,"(32.426300048828125, -116.90589904785156)",32.426300048828125,-116.90589904785156,OTHER,219.00953000229674,231.8369188177131
76.32.19.19,2,"(34.11417007446289, -116.43224334716797)",34.11417007446289,-116.43224334716797,OTHER,171.0095799043106,184.92754178128993
1.120.201.120,2,"(-42.87936019897461, 147.32940673828125)",-42.87936019897461,147.32940673828125,OTHER,12819.413722904927,12811.04855046876
185.134.144.130,6,"(53.3297004699707, -6.2708001136779785)",53.3297004699707,-6.2708001136779785,OTHER,8310.439462634384,8314.257218074514
174.91.108.217,6,"(44.13199996948242, -79.30010223388672)",44.13199996948242,-79.30010223388672,OTHER,3510.45168968905,3520.0415278211294
86.96.60.51,2,"(25.34119987487793, 55.422401428222656)",25.34119987487793,55.422401428222656,OTHER,13380.794309705045,13377.148237617244
12.42.17.116,2,"(34.7234001159668, -82.46510314941406)",34.7234001159668,-82.46510314941406,OTHER,3270.9088263262324,3283.7634522925746
108.215.27.149,9,"(33.850799560546875, -84.28630065917969)",33.850799560546875,-84.28630065917969,OTHER,3121.9270830118116,3135.095190595096
195.140.176.33,4,"(40.78200149536133, -73.99530029296875)",40.78200149536133,-73.99530029296875,OTHER,3941.0309034910733,3951.8229295936812
76.184.1.236,6,"(32.73569107055664, -97.10807037353516)",32.73569107055664,-97.10807037353516,OTHER,1968.0885515577502,1982.1368083068435
107.221.189.195,2,"(29.645999908447266, -95.80229949951172)",29.645999908447266,-95.80229949951172,OTHER,2174.172859464588,2188.9101008517805
190.219.255.177,6,"(8.994799613952637, -79.52300262451172)",8.994799613952637,-79.52300262451172,OTHER,4833.042610975,4848.139034679242
207.81.75.160,2,"(49.240299224853516, -124.80259704589844)",49.240299224853516,-124.80259704589844,OTHER,1775.041493572178,1766.1484200375075
120.148.10.92,4,"(-37.81399917602539, 144.96331787109375)",-37.81399917602539,144.96331787109375,OTHER,12769.116312574539,12759.492599129766
5.47.148.60,4,"(41.029998779296875, 28.960100173950195)",41.029998779296875,28.960100173950195,OTHER,11021.764924276567,11022.808100353244
73.115.205.209,8,"(29.814300537109375, -95.80490112304688)",29.814300537109375,-95.80490112304688,OTHER,2167.9947149613763,2182.701831062211
101.173.37.233,10,"(-34.92845153808594, 138.59527587890625)",-34.92845153808594,138.59527587890625,OTHER,13157.987438335102,13147.323677788374
174.102.145.177,8,"(43.049461364746094, -88.0075912475586)",43.049461364746094,-88.0075912475586,OTHER,2799.6042139463134,2809.283040733697
115.70.254.177,6,"(-31.920000076293945, 115.86100006103516)",-31.920000076293945,115.86100006103516,OTHER,15018.292083786317,15005.648094696924
98.252.100.210,2,"(39.89189910888672, -121.5801010131836)",39.89189910888672,-121.5801010131836,OTHER,715.1536852296441,704.771468782742
68.190.26.162,2,"(32.645408630371094, -85.37828063964844)",32.645408630371094,-85.37828063964844,OTHER,3047.8375893374828,3061.3710510372216
174.119.58.101,2,"(43.666099548339844, -79.80650329589844)",43.666099548339844,-79.80650329589844,OTHER,3465.5385400212294,3475.297826583967
96.19.214.242,7,"(35.32830047607422, -106.7228012084961)",35.32830047607422,-106.7228012084961,OTHER,1066.6511232733924,1079.6044419500572
86.187.224.181,5,"(52.47480010986328, -2.0088999271392822)",52.47480010986328,-2.0088999271392822,OTHER,8592.739491339984,8596.30667328381
92.97.135.197,2,"(25.07309913635254, 55.29800033569336)",25.07309913635254,55.29800033569336,OTHER,13409.10451316123,13405.500213623453
77.133.250.134,3,"(48.786598205566406, 2.3984999656677246)",48.786598205566406,2.3984999656677246,OTHER,9098.271203741928,9102.060507497521
31.94.4.83,9,"(52.486698150634766, -1.898900032043457)",52.486698150634766,-1.898900032043457,OTHER,8597.554210232895,8601.107535656167
104.28.85.161,10,"(33.44837951660156, -112.07404327392578)",33.44837951660156,-112.07404327392578,OTHER,577.8259245404347,592.4300675872606
189.203.100.252,8,"(20.749500274658203, -103.46510314941406)",20.749500274658203,-103.46510314941406,OTHER,2073.520234293885,2087.6755351940633
213.232.100.88,2,"(49.72100067138672, 8.606599807739258)",49.72100067138672,8.606599807739258,OTHER,9336.14551813518,9339.00662504253
129.108.202.171,6,"(31.77750015258789, -106.49030303955078)",31.77750015258789,-106.49030303955078,OTHER,1128.4417275159094,1143.3358952320505
98.98.195.60,2,"(22.2783203125, 114.17469024658203)",22.2783203125,114.17469024658203,OTHER,11651.580076816159,11637.343453361507
176.29.166.37,6,"(31.95549964904785, 35.94350051879883)",31.95549964904785,35.94350051879883,OTHER,12198.42685085837,12199.1101780811
1.121.183.53,2,"(-34.92845153808594, 138.59527587890625)",-34.92845153808594,138.59527587890625,OTHER,13157.987438335102,13147.323677788374
5.163.95.156,2,"(21.484899520874023, 39.19200134277344)",21.484899520874023,39.19200134277344,OTHER,13398.549936177335,13399.590141645289
99.105.232.75,2,"(33.4739990234375, -81.86260223388672)",33.4739990234375,-81.86260223388672,OTHER,3350.112300315874,3363.278638941291
73.196.12.86,8,"(40.75230026245117, -74.21720123291016)",40.75230026245117,-74.21720123291016,OTHER,3922.58214415762,3933.387076395896
65.24.241.70,6,"(39.961181640625, -82.99878692626953)",39.961181640625,-82.99878692626953,OTHER,3181.077130437873,3192.2141530906515
99.247.120.13,4,"(43.84189987182617, -79.55650329589844)",43.84189987182617,-79.55650329589844,OTHER,3487.1953951562223,3496.8920399198996
165.91.13.240,2,"(30.603200912475586, -96.3135986328125)",30.603200912475586,-96.3135986328125,OTHER,2095.2790244592825,2109.856027574421
68.63.210.42,18,"(45.05459976196289, -93.25659942626953)",45.05459976196289,-93.25659942626953,OTHER,2457.2557766725217,2465.3564058439174
71.206.123.184,8,"(36.07109832763672, -86.71959686279297)",36.07109832763672,-86.71959686279297,OTHER,2870.0137211245283,2882.584184189776
177.22.183.180,2,"(-29.922800064086914, -51.174400329589844)",-29.922800064086914,-51.174400329589844,OTHER,10005.710665920324,10020.248446699976
74.65.254.128,8,"(40.6767692565918, -73.84375)",40.6767692565918,-73.84375,OTHER,3954.5280007772053,3965.351150597619
114.155.71.198,2,"(34.7422981262207, 135.3144989013672)",34.7422981262207,135.3144989013672,OTHER,9198.996730526815,9184.486401667647
75.111.219.9,6,"(33.51340103149414, -101.88179779052734)",33.51340103149414,-101.88179779052734,OTHER,1515.7305054653764,1529.710908280863
172.59.77.167,4,"(39.0997314453125, -94.57856750488281)",39.0997314453125,-94.57856750488281,OTHER,2184.3318261572254,2195.5694116550685
141.161.133.28,8,"(38.889801025390625, -77.01370239257812)",38.889801025390625,-77.01370239257812,OTHER,3698.931833677714,3710.3784490381067
45.140.184.91,6,"(40.714271545410156, -74.00596618652344)",40.714271545410156,-74.00596618652344,OTHER,3940.6094839524735,3951.423307426942
124.240.212.186,4,"(-9.46660041809082, 147.14639282226562)",-9.46660041809082,147.14639282226562,OTHER,11012.825680448055,10999.173669085094
47.212.84.194,6,"(35.77669906616211, -90.76940155029297)",35.77669906616211,-90.76940155029297,OTHER,2508.7369437580614,2521.498612279897
104.185.167.165,2,"(33.81439971923828, -117.85220336914062)",33.81439971923828,-117.85220336914062,OTHER,46.19261409669699,61.20347063012733
187.38.38.89,2,"(-23.53350067138672, -46.63589859008789)",-23.53350067138672,-46.63589859008789,OTHER,9906.719420471023,9921.697432183299
78.100.212.177,2,"(25.292499542236328, 51.532100677490234)",25.292499542236328,51.532100677490234,OTHER,13332.483694381774,13329.882570527836
149.19.106.144,2,"(42.13990020751953, -98.01349639892578)",42.13990020751953,-98.01349639892578,OTHER,1983.7824170018262,1992.846059567058
1.123.237.74,2,"(-37.81399917602539, 144.96331787109375)",-37.81399917602539,144.96331787109375,OTHER,12769.116312574539,12759.492599129766
50.223.3.132,6,"(35.710899353027344, -78.6594009399414)",35.710899353027344,-78.6594009399414,OTHER,3595.5437427831716,3607.983686673004
174.92.83.190,4,"(43.79520034790039, -79.26699829101562)",43.79520034790039,-79.26699829101562,OTHER,3509.9152192472784,3519.6365398690905
104.28.130.137,2,"(48.14815902709961, 17.106740951538086)",48.14815902709961,17.106740951538086,OTHER,9860.515055961203,9862.491510537779
68.197.67.214,4,"(40.5802001953125, -74.3593978881836)",40.5802001953125,-74.3593978881836,OTHER,3911.8020273709058,3922.664252019426
216.152.68.5,2,"(40.52220153808594, -78.40339660644531)",40.52220153808594,-78.40339660644531,OTHER,3570.754923913097,3581.681907463776
198.145.226.60,4,"(37.750999450683594, -97.8219985961914)",37.750999450683594,-97.8219985961914,OTHER,1885.4283682617265,1897.230566587915
154.67.149.149,2,"(-21.34269905090332, 55.47919845581055)",-21.34269905090332,55.47919845581055,OTHER,18478.22771513486,18479.368902294886
161.253.25.21,2,"(38.900901794433594, -77.04640197753906)",38.900901794433594,-77.04640197753906,OTHER,3696.011583671568,3707.455360282709
128.6.37.111,9,"(40.55110168457031, -74.46060180664062)",40.55110168457031,-74.46060180664062,OTHER,3903.475724047924,3914.3488495363436
98.97.172.22,6,"(33.749000549316406, -84.38797760009766)",33.749000549316406,-84.38797760009766,OTHER,3114.6634883558568,3127.863573880601
68.7.174.104,2,"(33.24209976196289, -117.30449676513672)",33.24209976196289,-117.30449676513672,OTHER,125.60863227326722,139.69926829175245
165.140.229.148,2,"(51.04059982299805, -114.07640075683594)",51.04059982299805,-114.07640075683594,OTHER,1922.697120885227,1919.7215487099986
76.205.183.100,8,"(39.05179977416992, -94.40460205078125)",39.05179977416992,-94.40460205078125,OTHER,2198.5320681192047,2209.803623065457
86.146.163.215,2,"(51.78070068359375, -0.2802000045776367)",51.78070068359375,-0.2802000045776367,OTHER,8732.417011899892,8735.938224153104
174.72.81.138,4,"(33.43190002441406, -111.6427993774414)",33.43190002441406,-111.6427993774414,OTHER,617.7059118611751,632.2833959813964
197.242.207.174,4,"(-34.04859924316406, 18.48110008239746)",-34.04859924316406,18.48110008239746,OTHER,16062.026049880636,16077.047552712158
173.77.220.5,2,"(40.85179901123047, -73.87049865722656)",40.85179901123047,-73.87049865722656,OTHER,3951.0308564633197,3961.7986438686517
73.236.61.138,2,"(40.26919937133789, -80.16110229492188)",40.26919937133789,-80.16110229492188,OTHER,3422.3960935340224,3433.420082561683
115.164.189.233,20,"(3.1475000381469727, 101.69519805908203)",3.1475000381469727,101.69519805908203,OTHER,14134.504328788464,14119.9223254812
138.122.96.186,8,"(20.58806037902832, -100.3880615234375)",20.58806037902832,-100.3880615234375,OTHER,2308.1051600552396,2322.739345701072
172.101.94.115,6,"(42.963951110839844, -78.73780822753906)",42.963951110839844,-78.73780822753906,OTHER,3546.622403648611,3556.669228784987
93.67.103.34,9,"(41.89039993286133, 12.51259994506836)",41.89039993286133,12.51259994506836,OTHER,10195.808932414919,10199.440656217894
49.181.137.23,2,"(-33.80690002441406, 150.9844970703125)",-33.80690002441406,150.9844970703125,OTHER,12083.349628452868,12073.432072425028
166.194.158.45,8,"(33.5088005065918, -112.13919830322266)",33.5088005065918,-112.13919830322266,OTHER,570.9318713996366,585.4943014138524
85.253.49.34,2,"(59.4380989074707, 24.736900329589844)",59.4380989074707,24.736900329589844,OTHER,9079.693778029954,9079.04661263864
104.1.142.248,4,"(34.04859924316406, -118.17960357666016)",34.04859924316406,-118.17960357666016,OTHER,10.185714850557309,24.087218876655086
119.160.137.46,2,"(4.873899936676025, 114.92970275878906)",4.873899936676025,114.92970275878906,OTHER,12959.726188725926,12944.654205297591
72.219.74.92,6,"(33.7671012878418, -118.38140106201172)",33.7671012878418,-118.38140106201172,OTHER,29.73666940937289,34.109143574938756
99.71.99.146,8,"(43.047698974609375, -88.00399780273438)",43.047698974609375,-88.00399780273438,OTHER,2799.8543304072664,2809.534218052221
97.69.160.72,6,"(42.48530960083008, -83.37715911865234)",42.48530960083008,-83.37715911865234,OTHER,3164.811024905516,3174.9491877683336
12.75.233.5,2,"(40.71229934692383, -74.00679779052734)",40.71229934692383,-74.00679779052734,OTHER,3940.5535497255923,3951.3680155403517
76.95.67.72,2,"(33.64112854003906, -117.91867065429688)",33.64112854003906,-117.91867065429688,OTHER,54.274705336930964,67.74840726755392
92.184.145.7,2,"(48.894798278808594, 2.287400007247925)",48.894798278808594,2.287400007247925,OTHER,9084.070460557701,9087.852738579828
83.26.241.180,2,"(53.43360137939453, 14.520000457763672)",53.43360137939453,14.520000457763672,OTHER,9280.554169228863,9282.046402268948
50.248.243.177,2,"(33.76969909667969, -84.37539672851562)",33.76969909667969,-84.37539672851562,OTHER,3115.402035504494,3128.595959587261
172.58.116.58,2,"(34.05223083496094, -118.24368286132812)",34.05223083496094,-118.24368286132812,USC,5.085292843641226,18.17371879291496
67.161.112.40,6,"(48.7494010925293, -122.4896011352539)",48.7494010925293,-122.4896011352539,OTHER,1674.021192194896,1666.2169184127818
74.57.45.23,2,"(45.532901763916016, -73.2864990234375)",45.532901763916016,-73.2864990234375,OTHER,3994.0328547902755,4003.2053124186623
172.59.186.224,2,"(41.85002899169922, -87.6500473022461)",41.85002899169922,-87.6500473022461,OTHER,2806.819044489003,2817.071243735103
212.194.204.69,4,"(48.832298278808594, 2.4075000286102295)",48.832298278808594,2.4075000286102295,OTHER,9095.21976952609,9098.999494498068
191.178.170.25,2,"(-2.5278000831604004, -44.304901123046875)",-2.5278000831604004,-44.304901123046875,OTHER,8699.822378529903,8714.792936515158
172.58.128.139,2,"(25.774269104003906, -80.19365692138672)",25.774269104003906,-80.19365692138672,OTHER,3761.6734294323337,3776.1995595191056
72.224.239.134,6,"(43.500919342041016, -70.44283294677734)",43.500919342041016,-70.44283294677734,OTHER,4218.729696163135,4228.599404931165
142.113.117.53,15,"(43.926300048828125, -79.52490234375)",43.926300048828125,-79.52490234375,OTHER,3490.526790996266,3500.1913135357254
66.172.194.237,8,"(42.4718017578125, -96.35489654541016)",42.4718017578125,-96.35489654541016,OTHER,2124.636594663285,2133.764863606601
47.42.221.2,2,"(34.05223083496094, -118.24368286132812)",34.05223083496094,-118.24368286132812,USC,5.085292843641226,18.17371879291496
45.46.186.85,10,"(42.886451721191406, -78.87837219238281)",42.886451721191406,-78.87837219238281,OTHER,3534.766807874663,3544.8408247844486
172.56.197.37,8,"(42.358428955078125, -71.05976867675781)",42.358428955078125,-71.05976867675781,OTHER,4174.486157211028,4184.731858206521
137.186.199.104,8,"(51.15639877319336, -114.05660247802734)",51.15639877319336,-114.05660247802734,OTHER,1935.5839971114176,1932.598005120327
12.20.171.103,4,"(34.05440139770508, -118.24410247802734)",34.05440139770508,-118.24410247802734,USC,5.217447574797275,18.11035777574075
45.183.155.155,2,"(-23.521499633789062, -46.78730010986328)",-23.521499633789062,-46.78730010986328,OTHER,9893.756053121622,9908.730877434278
104.28.125.4,2,"(-33.86785125732422, 151.2073211669922)",-33.86785125732422,151.2073211669922,OTHER,12068.640967269144,12058.753699172397
85.195.120.231,6,"(50.11869812011719, 8.684200286865234)",50.11869812011719,8.684200286865234,OTHER,9306.875535246916,9309.657650680701
142.154.167.25,2,"(31.707300186157227, -86.25460052490234)",31.707300186157227,-86.25460052490234,OTHER,2990.562833977754,3004.3668985619806
200.68.140.49,6,"(25.664100646972656, -100.31780242919922)",25.664100646972656,-100.31780242919922,OTHER,1962.2042022827573,1977.3498786080302
184.177.37.51,4,"(41.148399353027344, -95.90670013427734)",41.148399353027344,-95.90670013427734,OTHER,2117.518277625647,2127.501953805106
128.233.10.177,2,"(52.141300201416016, -106.60759735107422)",52.141300201416016,-106.60759735107422,OTHER,2220.322394474388,2220.602301484707
180.150.112.183,2,"(-34.94049835205078, 138.5915985107422)",-34.94049835205078,138.5915985107422,OTHER,13158.828980477547,13148.16732313744
73.190.13.11,4,"(42.928199768066406, -85.54730224609375)",42.928199768066406,-85.54730224609375,OTHER,2994.7197779514463,3004.5890867561384
166.199.98.30,2,"(40.098201751708984, -83.15799713134766)",40.098201751708984,-83.15799713134766,OTHER,3167.750649386464,3178.835492309273
103.166.103.10,2,"(30.15999984741211, 71.71649932861328)",30.15999984741211,71.71649932861328,OTHER,12801.466843096974,12793.875131821567
69.76.128.6,7,"(32.87038040161133, -101.63014221191406)",32.87038040161133,-101.63014221191406,OTHER,1548.8917455841402,1563.1186565298399
66.112.247.80,2,"(30.288700103759766, -97.73979949951172)",30.288700103759766,-97.73979949951172,OTHER,1974.5684325666982,1989.2884969812524
162.193.150.145,4,"(28.37579917907715, -81.18240356445312)",28.37579917907715,-81.18240356445312,OTHER,3564.6458397389433,3578.846265616568
73.32.50.169,2,"(29.57200050354004, -95.54000091552734)",29.57200050354004,-95.54000091552734,OTHER,2200.8294440152713,2215.5660185724455
47.27.118.54,2,"(35.73318862915039, -81.34120178222656)",35.73318862915039,-81.34120178222656,OTHER,3355.5952015201906,3368.119862527214
130.127.255.203,6,"(34.77399826049805, -82.9457015991211)",34.77399826049805,-82.9457015991211,OTHER,3226.6575179944384,3239.515480892604
98.97.184.83,8,"(47.60620880126953, -122.33206939697266)",47.60620880126953,-122.33206939697266,OTHER,1547.7849125820865,1539.8301663966017
124.187.5.67,6,"(-37.81399917602539, 144.96331787109375)",-37.81399917602539,144.96331787109375,OTHER,12769.116312574539,12759.492599129766
99.232.139.182,8,"(43.92279815673828, -78.94120025634766)",43.92279815673828,-78.94120025634766,OTHER,3537.0808074022675,3546.759968871933
73.180.228.63,4,"(38.920799255371094, -77.03600311279297)",38.920799255371094,-77.03600311279297,OTHER,3696.731089911789,3708.168379478099
184.185.159.132,3,"(32.91640090942383, -117.13929748535156)",32.91640090942383,-117.13929748535156,OTHER,162.56695257834735,176.05864621735566
174.130.42.182,5,"(38.049800872802734, -84.45854949951172)",38.049800872802734,-84.45854949951172,OTHER,3057.355013397261,3069.197900641774
73.158.166.173,2,"(37.2598991394043, -121.91709899902344)",37.2598991394043,-121.91709899902344,OTHER,487.03712648762166,473.72894641949415
66.191.37.172,2,"(33.90224075317383, -118.08173370361328)",33.90224075317383,-118.08173370361328,OTHER,23.061315308409508,37.919245219971096
49.186.63.184,2,"(-33.91749954223633, 151.09219360351562)",-33.91749954223633,151.09219360351562,OTHER,12080.611334184123,12070.723418459016
107.185.199.219,8,"(34.14583969116211, -118.80564880371094)",34.14583969116211,-118.80564880371094,OTHER,49.82678300785926,34.722376662815456
121.200.6.3,2,"(-37.81589889526367, 144.96690368652344)",-37.81589889526367,144.96690368652344,OTHER,12768.91961786574,12759.296562038382
8.14.196.57,2,"(32.722599029541016, -97.07849884033203)",32.722599029541016,-97.07849884033203,OTHER,1971.0656109282825,1985.116653355745
84.208.248.93,4,"(62.0, 10.0)",62.0,10.0,OTHER,8378.356746711019,8378.871490322308
104.219.121.225,9,"(44.775699615478516, -76.68049621582031)",44.775699615478516,-76.68049621582031,OTHER,3723.462575934603,3732.862944441122
76.223.236.72,2,"(30.233699798583984, -85.64209747314453)",30.233699798583984,-85.64209747314453,OTHER,3089.525678346136,3103.61957892978
94.193.224.155,11,"(51.480899810791016, 0.08320000022649765)",51.480899810791016,0.08320000022649765,OTHER,8773.341668045856,8776.881886692736
165.225.205.40,2,"(48.85820007324219, 2.33870005607605)",48.85820007324219,2.33870005607605,OTHER,9089.595346487931,9093.378387335282
174.176.239.61,4,"(26.659799575805664, -80.2428970336914)",26.659799575805664,-80.2428970336914,OTHER,3719.1576242090255,3733.5694824702205
125.16.189.226,2,"(19.074800491333008, 72.8855972290039)",19.074800491333008,72.8855972290039,OTHER,13993.507338310657,13985.123620338478
49.192.183.76,2,"(-31.77790069580078, 115.76229858398438)",-31.77790069580078,115.76229858398438,OTHER,15022.259584056683,15009.582372440987
175.176.19.159,3,"(14.662500381469727, 121.07559967041016)",14.662500381469727,121.07559967041016,OTHER,11729.512935746103,11714.56757645628
189.203.104.176,4,"(19.454599380493164, -99.12039947509766)",19.454599380493164,-99.12039947509766,OTHER,2490.9151153121966,2505.552645026439
107.150.30.226,7,"(33.74850082397461, -84.38710021972656)",33.74850082397461,-84.38710021972656,OTHER,3114.753154718972,3127.9533404838835
